YEAR_ID,SEM_ID,STD_NO,COURSE_ID,COURSE_EDESC,AVG
2021,1,345969,14260,Data Engineering,50.0
2021,1,345969,20134,Discrete Mathematics (1),35.0
2021,1,345969,11103,Structured Programming,50.0
2020,1,345969,20132,Calculus (1),64.0
2020,1,345969,11102,Introduction to Computer Science,55.0
2020,1,345969,31151,National Education,87.0
2020,1,345969,31121,English Language,82.0
2020,2,345969,31152,Arabic Islamic Civilization,77.0
2020,2,345969,11151,Structured ProgrammingLab,35.0
2020,2,345969,14140,Introduction to Data Science,68.0
2020,2,345969,11103,Structured Programming,41.0
2020,2,345969,31111,Arabic Language,54.0
2022,2,330690,11449,Computer and Society,88.0
2022,2,330690,14458,Computer Vision,61.0
2022,2,330690,11436,Distributed Systems,77.0
2021,3,330690,13477,Software Engineering,76.0
2021,3,330690,20200,Technical Writing and Communication Skills,91.0
2022,1,330690,12446,Digital Image Processing,76.0
2022,1,330690,12348,Multimedia Systems,83.0
2022,1,330690,14452,Pattern Recognition,71.0
2022,1,330690,14466,Business Intelligence,62.0
2022,1,330690,31373,21st Century Skills,35.0
2021,1,330690,11335,Operating Systems,70.0
2021,1,330690,14455,Information Retrieval,80.0
2021,1,330690,11355,Operating Systems Lab,78.0
2021,1,330690,11323,Database Systems,80.0
2021,1,330690,11313,Algorithms  Design and Analysis,65.0
2021,1,330690,11354,Database Systems Lab,92.0
2021,2,330690,14364,Data Visualization,63.0
2021,2,330690,14350,Computer Architecture for Machine Learning,76.0
2021,2,330690,11464,Information Systems Security,71.0
2021,2,330690,14351,Natural Language Processing,86.0
2021,2,330690,14465,Data Mining,73.0
2020,3,330690,14330,Artificial Intelligence,65.0
2020,3,330690,31311,Scientific Research Methods,91.0
2020,2,330690,14270,Statistics and  Probability for Data Science,78.0
2020,2,330690,20234,Linear Algebra,81.0
2020,2,330690,31130,Foreign languages,91.0
2020,2,330690,11212,Data Structures and Introduction to Algorithms,73.0
2020,2,330690,14362,High Performance Computing for Big Data,80.0
2020,1,330690,11253,Object Oriented Programming Lab,87.0
2020,1,330690,11206,Object Oriented Programming,76.0
2020,1,330690,14261,Data Engineering Lab,74.0
2020,1,330690,14260,Data Engineering,84.0
2020,1,330690,20134,Discrete Mathematics (1),88.0
2020,1,330690,20233,Statistical Methods,79.0
2019,2,330690,11103,Structured Programming,72.0
2019,2,330690,14140,Introduction to Data Science,88.0
2019,2,330690,11151,Structured ProgrammingLab,83.0
2019,2,330690,31271,Environmental Science,84.0
2019,2,330690,31151,National Education,85.0
2019,1,330690,31111,Arabic Language,87.0
2019,1,330690,31121,English Language,90.0
2019,1,330690,20132,Calculus (1),68.0
2019,1,330690,11102,Introduction to Computer Science,73.0
2019,3,330690,31161,Introduction to Library Science,91.0
2019,3,330690,20133,Calculus (2),84.0
2022,2,349885,11335,Operating Systems,54.0
2022,2,349885,14469,Special Topic In Data Science and AI (2),82.0
2022,2,349885,14465,Data Mining,64.0
2022,2,349885,14357,Special Topic In Data Science and AI (1),90.0
2022,2,349885,14452,Pattern Recognition,67.0
2022,2,349885,14364,Data Visualization,65.0
2021,3,349885,11323,Database Systems,68.0
2021,3,349885,11354,Database Systems Lab,96.0
2021,3,349885,14330,Artificial Intelligence,65.0
2022,1,349885,14350,Computer Architecture for Machine Learning,61.0
2022,1,349885,31271,Environmental Science,73.0
2022,1,349885,11313,Algorithms  Design and Analysis,62.0
2022,1,349885,14362,High Performance Computing for Big Data,63.0
2022,1,349885,14331,Artificial Intelligence lab,67.0
2021,1,349885,14140,Introduction to Data Science,72.0
2021,1,349885,14141,Introduction to Data Science lab,68.0
2021,1,349885,31311,Scientific Research Methods,57.0
2021,1,349885,20234,Linear Algebra,44.0
2021,1,349885,11253,Object Oriented Programming Lab,56.0
2021,1,349885,11206,Object Oriented Programming,62.0
2021,2,349885,31361,Introduction to  Philosophy,35.0
2021,2,349885,14271,Statistics and  Probability for Data Science lab,98.0
2021,2,349885,14261,Data Engineering Lab,83.0
2021,2,349885,20234,Linear Algebra,62.0
2021,2,349885,14270,Statistics and  Probability for Data Science,73.0
2021,2,349885,14260,Data Engineering,77.0
2021,2,349885,11212,Data Structures and Introduction to Algorithms,55.0
2022,3,347432,14140,Introduction to Data Science,65.0
2022,3,347432,11355,Operating Systems Lab,74.0
2022,3,347432,11335,Operating Systems,58.0
2022,2,347432,14270,Statistics and  Probability for Data Science,58.0
2022,2,347432,14140,Introduction to Data Science,35.0
2022,2,347432,31361,Introduction to  Philosophy,84.0
2022,2,347432,11212,Data Structures and Introduction to Algorithms,51.0
2022,2,347432,12348,Multimedia Systems,62.0
2022,2,347432,14141,Introduction to Data Science lab,59.0
2022,2,353746,14271,Statistics and  Probability for Data Science lab,61.0
2022,2,353746,20234,Linear Algebra,72.0
2022,2,353746,14362,High Performance Computing for Big Data,54.0
2022,2,353746,11212,Data Structures and Introduction to Algorithms,35.0
2022,2,353746,14270,Statistics and  Probability for Data Science,52.0
2022,3,353746,11212,Data Structures and Introduction to Algorithms,59.0
2022,1,353746,20234,Linear Algebra,40.0
2022,1,353746,11206,Object Oriented Programming,61.0
2022,1,353746,11253,Object Oriented Programming Lab,86.0
2022,1,353746,14261,Data Engineering Lab,62.0
2022,1,353746,31152,Arabic Islamic Civilization,84.0
2022,1,353746,14260,Data Engineering,59.0
2021,2,353746,31130,Foreign languages,87.0
2021,2,353746,20233,Statistical Methods IT,54.0
2021,2,353746,20200,Technical Writing and Communication Skills,79.0
2021,2,353746,14141,Introduction to Data Science lab,55.0
2021,2,353746,14140,Introduction to Data Science,58.0
2021,1,353746,20133,Calculus (2),58.0
2021,1,353746,11151,Structured ProgrammingLab,56.0
2021,1,353746,11103,Structured Programming,50.0
2021,1,353746,31111,Arabic Language,80.0
2021,1,353746,20134,Discrete Mathematics (1),52.0
2020,3,353746,31151,National Education,85.0
2020,3,353746,11102,Introduction to Computer Science,79.0
2022,2,350710,12446,Digital Image Processing,80.0
2022,2,350710,14351,Natural Language Processing,72.0
2022,2,350710,14331,Artificial Intelligence lab,91.0
2022,2,350710,14350,Computer Architecture for Machine Learning,87.0
2021,2,350710,31361,Introduction to  Philosophy,85.0
2021,2,350710,20234,Linear Algebra,72.0
2021,2,350710,14362,High Performance Computing for Big Data,77.0
2021,2,350710,11354,Database Systems Lab,82.0
2021,2,350710,11323,Database Systems,76.0
2021,2,350710,11313,Algorithms  Design and Analysis,65.0
2022,1,350710,14270,Statistics and  Probability for Data Science,64.0
2022,1,350710,14455,Information Retrieval,76.0
2022,1,350710,14271,Statistics and  Probability for Data Science lab,72.0
2022,1,350710,11355,Operating Systems Lab,76.0
2022,1,350710,14465,Data Mining,75.0
2022,1,350710,11335,Operating Systems,80.0
2021,3,350710,31255,Entrepreneurship for Business,90.0
2021,3,350710,14330,Artificial Intelligence,70.0
2021,1,350710,31311,Scientific Research Methods,84.0
2021,1,350710,20134,Discrete Mathematics (1),70.0
2021,1,350710,11212,Data Structures and Introduction to Algorithms,73.0
2021,1,350710,14141,Introduction to Data Science lab,83.0
2021,1,350710,20200,Technical Writing and Communication Skills,84.0
2021,1,350710,14260,Data Engineering,82.0
2021,1,350710,14261,Data Engineering Lab,72.0
2020,3,350710,11206,Object Oriented Programming,77.0
2020,3,350710,20233,Statistical Methods,81.0
2020,3,350710,11253,Object Oriented Programming Lab,89.0
2020,1,350710,11102,Introduction to Computer Science,79.0
2020,1,350710,20132,Calculus (1),79.0
2020,1,350710,31152,Arabic Islamic Civilization,93.0
2020,1,350710,31121,English Language,79.0
2020,2,350710,20133,Calculus (2),60.0
2020,2,350710,11103,Structured Programming,81.0
2020,2,350710,11151,Structured ProgrammingLab,95.0
2020,2,350710,31151,National Education,94.0
2020,2,350710,14140,Introduction to Data Science,78.0
2020,2,350710,31111,Arabic Language,91.0
2022,3,350721,11436,Distributed Systems,76.0
2022,3,350721,14351,Natural Language Processing,85.0
2022,2,350721,12446,Digital Image Processing,90.0
2022,2,350721,11355,Operating Systems Lab,77.0
2022,2,350721,14270,Statistics and  Probability for Data Science,59.0
2022,2,350721,31255,Entrepreneurship for Business,81.0
2022,2,350721,11335,Operating Systems,73.0
2022,2,350721,14350,Computer Architecture for Machine Learning,60.0
2022,1,350721,31361,Introduction to  Philosophy,93.0
2022,1,350721,20234,Linear Algebra,66.0
2022,1,350721,20233,Statistical Methods,68.0
2022,1,350721,14465,Data Mining,73.0
2021,2,350721,11354,Database Systems Lab,82.0
2021,2,350721,14330,Artificial Intelligence,78.0
2021,2,350721,11323,Database Systems,71.0
2021,2,350721,31311,Scientific Research Methods,74.0
2021,2,350721,14331,Artificial Intelligence lab,68.0
2021,2,350721,14362,High Performance Computing for Big Data,73.0
2021,2,350721,11313,Algorithms  Design and Analysis,54.0
2021,1,350721,31130,Foreign languages,91.0
2021,1,350721,14261,Data Engineering Lab,65.0
2021,1,350721,11212,Data Structures and Introduction to Algorithms,55.0
2021,1,350721,20200,Technical Writing and Communication Skills,89.0
2021,1,350721,14141,Introduction to Data Science lab,80.0
2021,1,350721,14260,Data Engineering,71.0
2020,3,350721,20133,Calculus (2),73.0
2020,3,350721,11206,Object Oriented Programming,78.0
2020,3,350721,11253,Object Oriented Programming Lab,76.0
2020,1,350721,11102,Introduction to Computer Science,66.0
2020,1,350721,20132,Calculus (1),81.0
2020,1,350721,31151,National Education,88.0
2020,1,350721,31111,Arabic Language,90.0
2020,2,350721,11103,Structured Programming,71.0
2020,2,350721,14140,Introduction to Data Science,64.0
2020,2,350721,11151,Structured ProgrammingLab,87.0
2020,2,350721,20134,Discrete Mathematics (1),86.0
2020,2,350721,31121,English Language,93.0
2022,2,350798,11436,Distributed Systems,76.0
2022,2,350798,11313,Algorithms  Design and Analysis,35.0
2022,2,350798,14452,Pattern Recognition,64.0
2022,2,350798,14351,Natural Language Processing,77.0
2021,3,350798,14364,Data Visualization,81.0
2021,3,350798,14465,Data Mining,85.0
2022,1,350798,11355,Operating Systems Lab,71.0
2022,1,350798,14271,Statistics and  Probability for Data Science lab,79.0
2022,1,350798,11335,Operating Systems,69.0
2022,1,350798,31255,Entrepreneurship for Business,81.0
2022,1,350798,14350,Computer Architecture for Machine Learning,59.0
2022,1,350798,14455,Information Retrieval,50.0
2021,2,350798,14331,Artificial Intelligence lab,87.0
2021,2,350798,14330,Artificial Intelligence,58.0
2021,2,350798,14362,High Performance Computing for Big Data,92.0
2021,2,350798,11354,Database Systems Lab,93.0
2021,2,350798,11323,Database Systems,84.0
2021,2,350798,31271,Environmental Science,86.0
2021,2,350798,14270,Statistics and  Probability for Data Science,83.0
2021,1,350798,14260,Data Engineering,73.0
2021,1,350798,20200,Technical Writing and Communication Skills,89.0
2021,1,350798,14261,Data Engineering Lab,88.0
2021,1,350798,20234,Linear Algebra,50.0
2021,1,350798,20134,Discrete Mathematics (1),64.0
2021,1,350798,11212,Data Structures and Introduction to Algorithms,61.0
2020,3,350798,11206,Object Oriented Programming,55.0
2020,3,350798,20133,Calculus (2),57.0
2020,3,350798,11253,Object Oriented Programming Lab,66.0
2020,1,350798,20132,Calculus (1),68.0
2020,1,350798,11102,Introduction to Computer Science,65.0
2020,1,350798,31121,English Language,93.0
2020,1,350798,31111,Arabic Language,78.0
2020,2,350798,11103,Structured Programming,59.0
2020,2,350798,20233,Statistical Methods,62.0
2020,2,350798,31151,National Education,75.0
2020,2,350798,31130,Foreign languages,87.0
2020,2,350798,11151,Structured ProgrammingLab,73.0
2020,2,350798,14140,Introduction to Data Science,72.0
2022,3,350820,31255,Entrepreneurship for Business,93.0
2022,2,350820,14331,Artificial Intelligence lab,61.0
2022,2,350820,11313,Algorithms  Design and Analysis,66.0
2022,2,350820,12446,Digital Image Processing,78.0
2022,2,350820,11344,"Advanced Topics in Internet Programming
",65.0
2022,2,350820,14351,Natural Language Processing,62.0
2022,2,350820,14141,Introduction to Data Science lab,61.0
2022,2,350820,11436,Distributed Systems,82.0
2022,1,350820,11323,Database Systems,75.0
2022,1,350820,20234,Linear Algebra,35.0
2022,1,350820,11464,Information Systems Security,70.0
2022,1,350820,11355,Operating Systems Lab,69.0
2022,1,350820,14465,Data Mining,61.0
2022,1,350820,14330,Artificial Intelligence,69.0
2022,1,350820,11354,Database Systems Lab,80.0
2021,3,350820,20200,Technical Writing and Communication Skills,76.0
2021,3,350820,14364,Data Visualization,67.0
2021,3,350820,11335,Operating Systems,74.0
2021,2,350820,11212,Data Structures and Introduction to Algorithms,58.0
2021,2,350820,14271,Statistics and  Probability for Data Science lab,63.0
2021,2,350820,20234,Linear Algebra,35.0
2021,2,350820,31121,English Language,90.0
2021,2,350820,31311,Scientific Research Methods,61.0
2021,2,350820,14362,High Performance Computing for Big Data,75.0
2021,1,350820,14270,Statistics and  Probability for Data Science,75.0
2021,1,350820,14260,Data Engineering,67.0
2021,1,350820,12348,Multimedia Systems,79.0
2021,1,350820,11212,Data Structures and Introduction to Algorithms,42.0
2021,1,350820,14261,Data Engineering Lab,68.0
2021,1,350820,11253,Object Oriented Programming Lab,67.0
2020,3,350820,11206,Object Oriented Programming,66.0
2020,3,350820,20233,Statistical Methods,77.0
2020,2,350820,11151,Structured ProgrammingLab,94.0
2020,2,350820,14140,Introduction to Data Science,78.0
2020,2,350820,20133,Calculus (2),94.0
2020,2,350820,11103,Structured Programming,98.0
2020,2,350820,20134,Discrete Mathematics (1),82.0
2020,2,350820,31352,Jerusalem : History and Facts,71.0
2020,1,350820,20132,Calculus (1),86.0
2020,1,350820,31151,National Education,72.0
2020,1,350820,11102,Introduction to Computer Science,77.0
2020,1,350820,31361,Introduction to  Philosophy,80.0
2020,1,350820,31111,Arabic Language,78.0
2022,2,350842,14351,Natural Language Processing,60.0
2022,2,350842,14270,Statistics and  Probability for Data Science,52.0
2022,2,350842,11464,Information Systems Security,73.0
2022,2,350842,14456,Robotics Programming,75.0
2022,1,350842,11355,Operating Systems Lab,80.0
2022,1,350842,11335,Operating Systems,84.0
2022,1,350842,11313,Algorithms  Design and Analysis,74.0
2022,1,350842,14350,Computer Architecture for Machine Learning,65.0
2022,1,350842,14465,Data Mining,80.0
2021,3,350842,31351,Contemporary Issues in the Arab  World,83.0
2021,3,350842,14364,Data Visualization,88.0
2021,3,350842,31255,Entrepreneurship for Business,87.0
2021,2,350842,11323,Database Systems,82.0
2021,2,350842,31130,Foreign languages/ German,92.0
2021,2,350842,14330,Artificial Intelligence,82.0
2021,2,350842,11354,Database Systems Lab,92.0
2021,2,350842,14331,Artificial Intelligence lab,96.0
2021,2,350842,14362,High Performance Computing for Big Data,89.0
2020,1,350842,20132,Calculus (1),78.0
2020,1,350842,31151,National Education,95.0
2020,1,350842,11102,Introduction to Computer Science,85.0
2020,1,350842,31111,Arabic Language,82.0
2021,1,350842,20134,Discrete Mathematics (1),74.0
2021,1,350842,20234,Linear Algebra,77.0
2021,1,350842,14141,Introduction to Data Science lab,94.0
2021,1,350842,14261,Data Engineering Lab,92.0
2021,1,350842,14260,Data Engineering,82.0
2021,1,350842,20200,Technical Writing and Communication Skills,81.0
2021,1,350842,11212,Data Structures and Introduction to Algorithms,89.0
2020,3,350842,11206,Object Oriented Programming,88.0
2020,3,350842,11253,Object Oriented Programming Lab,99.0
2020,3,350842,31352,Jerusalem : History and Facts,90.0
2020,2,350842,11151,Structured ProgrammingLab,92.0
2020,2,350842,20233,Statistical Methods,74.0
2020,2,350842,11103,Structured Programming,87.0
2020,2,350842,20133,Calculus (2),82.0
2020,2,350842,14140,Introduction to Data Science,86.0
2020,2,350842,31121,English Language,83.0
2022,2,350864,14364,Data Visualization,73.0
2022,2,350864,11354,Database Systems Lab,80.0
2022,2,350864,14357,Special Topic In Data Science and AI (1),90.0
2022,2,350864,11313,Algorithms  Design and Analysis,35.0
2022,2,350864,11323,Database Systems,91.0
2022,2,350864,11464,Information Systems Security,85.0
2022,2,350864,14141,Introduction to Data Science lab,85.0
2022,1,350864,14455,Information Retrieval,88.0
2022,1,350864,14350,Computer Architecture for Machine Learning,72.0
2022,1,350864,11355,Operating Systems Lab,85.0
2022,1,350864,14465,Data Mining,90.0
2022,1,350864,31255,Entrepreneurship for Business,83.0
2022,1,350864,11335,Operating Systems,76.0
2021,1,350864,14260,Data Engineering,78.0
2021,1,350864,31271,Environmental Science,88.0
2021,1,350864,14261,Data Engineering Lab,93.0
2021,1,350864,11212,Data Structures and Introduction to Algorithms,85.0
2021,1,350864,20200,Technical Writing and Communication Skills,97.0
2021,1,350864,20234,Linear Algebra,66.0
2020,3,350864,20233,Statistical Methods,85.0
2020,3,350864,11206,Object Oriented Programming,75.0
2020,3,350864,11253,Object Oriented Programming Lab,94.0
2021,2,350864,14362,High Performance Computing for Big Data,97.0
2021,2,350864,31361,Introduction to  Philosophy,81.0
2021,2,350864,14331,Artificial Intelligence lab,88.0
2021,2,350864,14330,Artificial Intelligence,83.0
2021,2,350864,14270,Statistics and  Probability for Data Science,87.0
2020,1,350864,11102,Introduction to Computer Science,88.0
2020,1,350864,20132,Calculus (1),89.0
2020,1,350864,31151,National Education,97.0
2020,1,350864,31121,English Language,94.0
2020,1,350864,31111,Arabic Language,97.0
2020,2,350864,20133,Calculus (2),84.0
2020,2,350864,20134,Discrete Mathematics (1),85.0
2020,2,350864,14140,Introduction to Data Science,83.0
2020,2,350864,11151,Structured ProgrammingLab,89.0
2020,2,350864,11103,Structured Programming,82.0
2020,2,350864,31130,Foreign languages,95.0
2022,3,350941,14465,Data Mining,73.0
2022,3,350941,11449,Computer and Society,92.0
2022,3,350941,11464,Information Systems Security,77.0
2022,2,350941,14364,Data Visualization,75.0
2022,2,350941,14351,Natural Language Processing,78.0
2022,2,350941,11313,Algorithms  Design and Analysis,85.0
2022,2,350941,11436,Distributed Systems,76.0
2022,2,350941,14465,Data Mining,75.0
2021,3,350941,11355,Operating Systems Lab,90.0
2021,3,350941,11335,Operating Systems,84.0
2022,1,350941,14330,Artificial Intelligence,92.0
2022,1,350941,14271,Statistics and  Probability for Data Science lab,90.0
2022,1,350941,14331,Artificial Intelligence lab,83.0
2022,1,350941,14270,Statistics and  Probability for Data Science,77.0
2022,1,350941,14362,High Performance Computing for Big Data,79.0
2020,3,350941,20134,Discrete Mathematics (1),85.0
2020,3,350941,20200,Technical Writing and Communication Skills,92.0
2021,2,350941,14260,Data Engineering,80.0
2021,2,350941,14141,Introduction to Data Science lab,82.0
2021,2,350941,11313,Algorithms  Design and Analysis,35.0
2021,2,350941,14261,Data Engineering Lab,93.0
2021,2,350941,11323,Database Systems,71.0
2021,2,350941,11354,Database Systems Lab,92.0
2021,2,350941,20234,Linear Algebra,71.0
2020,2,350941,11102,Introduction to Computer Science,91.0
2020,2,350941,11253,Object Oriented Programming Lab,98.0
2020,2,350941,11206,Object Oriented Programming,93.0
2020,2,350941,31361,Introduction to  Philosophy,81.0
2020,2,350941,31121,English Language,95.0
2021,1,350941,31130,Foreign languages/ Chinese,94.0
2021,1,350941,11212,Data Structures and Introduction to Algorithms,87.0
2021,1,350941,20133,Calculus (2),83.0
2021,1,350941,20233,Statistical Methods,81.0
2021,1,350941,14140,Introduction to Data Science,81.0
2022,1,352657,20200,Technical Writing and Communication Skills,75.0
2022,1,352657,14140,Introduction to Data Science,50.0
2022,1,352657,11212,Data Structures and Introduction to Algorithms,35.0
2022,1,352657,31271,Environmental Science,90.0
2022,1,352657,20134,Discrete Mathematics (1),61.0
2022,3,352657,11212,Data Structures and Introduction to Algorithms,51.0
2022,2,352657,11212,Data Structures and Introduction to Algorithms,40.0
2022,2,352657,14270,Statistics and  Probability for Data Science,63.0
2022,2,352657,14261,Data Engineering Lab,61.0
2022,2,352657,14260,Data Engineering,61.0
2022,2,352657,14271,Statistics and  Probability for Data Science lab,65.0
2021,2,352657,20233,Statistical Methods IT,62.0
2021,2,352657,11212,Data Structures and Introduction to Algorithms,39.0
2021,2,352657,20134,Discrete Mathematics (1),35.0
2021,2,352657,31111,Arabic Language,35.0
2021,2,352657,14140,Introduction to Data Science,35.0
2021,2,352657,14141,Introduction to Data Science lab,58.0
2021,3,352657,20234,Linear Algebra,54.0
2021,3,352657,31130,Foreign languages,70.0
2021,3,352657,31111,Arabic Language,77.0
2021,1,352657,11206,Object Oriented Programming,71.0
2021,1,352657,11253,Object Oriented Programming Lab,82.0
2021,1,352657,20233,Statistical Methods,46.0
2021,1,352657,31264,Introduction To Psychology,72.0
2021,1,349170,11253,Object Oriented Programming Lab,92.0
2021,1,349170,11206,Object Oriented Programming,94.0
2021,1,349170,14261,Data Engineering Lab,88.0
2021,1,349170,20133,Calculus (2),71.0
2021,1,349170,20233,Statistical Methods,87.0
2021,1,349170,14260,Data Engineering,90.0
2020,2,349170,14140,Introduction to Data Science,87.0
2020,2,349170,11151,Structured ProgrammingLab,89.0
2020,2,349170,11103,Structured Programming,80.0
2020,2,349170,20134,Discrete Mathematics (1),76.0
2020,2,349170,31121,English Language,96.0
2022,3,354846,11335,Operating Systems,71.0
2022,3,354846,11355,Operating Systems Lab,71.0
2022,2,354846,14330,Artificial Intelligence,88.0
2022,2,354846,14331,Artificial Intelligence lab,86.0
2022,2,354846,14270,Statistics and  Probability for Data Science,68.0
2022,2,354846,14271,Statistics and  Probability for Data Science lab,86.0
2022,2,354846,11313,Algorithms  Design and Analysis,67.0
2022,2,354846,14362,High Performance Computing for Big Data,77.0
2022,1,354846,14260,Data Engineering,76.0
2022,1,354846,20234,Linear Algebra,65.0
2022,1,354846,11212,Data Structures and Introduction to Algorithms,78.0
2022,1,354846,31271,Environmental Science,91.0
2022,1,354846,20233,Statistical Methods,66.0
2022,1,354846,14261,Data Engineering Lab,78.0
2021,3,354846,20200,Technical Writing and Communication Skills,89.0
2021,3,354846,11253,Object Oriented Programming Lab,91.0
2021,3,354846,11206,Object Oriented Programming,73.0
2021,2,354846,11151,Structured ProgrammingLab,79.0
2021,2,354846,20133,Calculus 2 (IT),78.0
2021,2,354846,14141,Introduction to Data Science lab,65.0
2021,2,354846,14140,Introduction to Data Science,84.0
2021,2,354846,20134,Discrete Mathematics (1),63.0
2021,2,354846,11103,Structured Programming,86.0
2021,1,354846,31121,English Language,92.0
2021,1,354846,31111,Arabic Language,87.0
2021,1,354846,31151,National Education,86.0
2021,1,354846,11102,Introduction to Computer Science,89.0
2021,1,354846,20132,Calculus (1),71.0
2022,3,354857,11212,Data Structures and Introduction to Algorithms,67.0
2022,3,354857,31260,Human Rights,95.0
2022,2,354857,20234,Linear Algebra,58.0
2022,2,354857,11253,Object Oriented Programming Lab,86.0
2022,2,354857,11206,Object Oriented Programming,84.0
2022,2,354857,20200,Technical Writing and Communication Skills,70.0
2022,2,354857,14261,Data Engineering Lab,93.0
2022,2,354857,14260,Data Engineering,79.0
2022,1,354857,20134,Discrete Mathematics (1),52.0
2022,1,354857,11103,Structured Programming,73.0
2022,1,354857,31152,Arabic Islamic Civilization,83.0
2022,1,354857,14141,Introduction to Data Science lab,71.0
2022,1,354857,14140,Introduction to Data Science,81.0
2021,3,354857,11103,Structured Programming,35.0
2021,3,354857,11151,Structured ProgrammingLab,77.0
2021,1,354857,20132,Calculus (1),50.0
2021,1,354857,11102,Introduction to Computer Science,46.0
2021,1,354857,31121,English Language,75.0
2021,1,354857,31111,Arabic Language,81.0
2021,2,354857,20133,Calculus 2 (IT),50.0
2021,2,354857,20233,Statistical Methods,54.0
2021,2,354857,31151,National Education,88.0
2021,2,354857,11102,Introduction to Computer Science,68.0
2022,3,354879,11212,Data Structures and Introduction to Algorithms,60.0
2022,3,354879,20234,Linear Algebra,50.0
2022,1,354879,20200,Technical Writing and Communication Skills,78.0
2022,1,354879,20133,Calculus (2),72.0
2022,1,354879,11103,Structured Programming,80.0
2022,1,354879,20134,Discrete Mathematics (1),68.0
2022,1,354879,14261,Data Engineering Lab,69.0
2022,1,354879,14260,Data Engineering,56.0
2022,2,354879,11253,Object Oriented Programming Lab,79.0
2022,2,354879,11206,Object Oriented Programming,78.0
2022,2,354879,20233,Statistical Methods IT,71.0
2022,2,354879,14362,High Performance Computing for Big Data,56.0
2022,2,354879,31311,Scientific Research Methods,85.0
2022,2,354879,31130,Foreign languages,83.0
2021,1,354879,31121,English Language,86.0
2021,1,354879,20132,Calculus (1),59.0
2021,1,354879,31151,National Education,65.0
2021,1,354879,11102,Introduction to Computer Science,62.0
2021,2,354879,20134,Discrete Mathematics (1),44.0
2021,2,354879,14140,Introduction to Data Science,59.0
2021,2,354879,11103,Structured Programming,35.0
2021,2,354879,14141,Introduction to Data Science lab,52.0
2021,2,354879,31111,Arabic Language,77.0
2021,2,354879,11151,Structured ProgrammingLab,61.0
2021,3,354890,11253,Object Oriented Programming Lab,73.0
2021,3,354890,20233,Statistical Methods,40.0
2021,3,354890,11206,Object Oriented Programming,68.0
2022,2,354890,14331,Artificial Intelligence lab,65.0
2022,2,354890,14362,High Performance Computing for Big Data,70.0
2022,2,354890,11335,Operating Systems,50.0
2022,2,354890,20132,Calculus (1),38.0
2022,2,354890,14330,Artificial Intelligence,61.0
2022,2,354890,11355,Operating Systems Lab,76.0
2021,1,354890,31121,English Language,85.0
2021,1,354890,31151,National Education,54.0
2021,1,354890,11102,Introduction to Computer Science,80.0
2021,1,354890,20132,Calculus (1),45.0
2021,2,354890,11103,Structured Programming,66.0
2021,2,354890,11151,Structured ProgrammingLab,35.0
2021,2,354890,31111,Arabic Language,86.0
2021,2,354890,20134,Discrete Mathematics (1),35.0
2021,2,354890,14140,Introduction to Data Science,76.0
2021,2,354890,14141,Introduction to Data Science lab,57.0
2022,1,354890,14260,Data Engineering,69.0
2022,1,354890,20200,Technical Writing and Communication Skills,70.0
2022,1,354890,31130,Foreign languages,61.0
2022,1,354890,20233,Statistical Methods,71.0
2022,1,354890,11212,Data Structures and Introduction to Algorithms,73.0
2022,1,354890,14261,Data Engineering Lab,81.0
2022,1,354890,11151,Structured ProgrammingLab,94.0
2022,3,354967,31252,Governance and Development,88.0
2022,3,354967,20200,Technical Writing and Communication Skills,85.0
2022,3,354967,11212,Data Structures and Introduction to Algorithms,35.0
2022,2,354967,11206,Object Oriented Programming,78.0
2022,2,354967,20234,Linear Algebra,71.0
2022,2,354967,14362,High Performance Computing for Big Data,52.0
2022,2,354967,20233,Statistical Methods,61.0
2022,1,354967,11206,Object Oriented Programming,35.0
2022,1,354967,14260,Data Engineering,68.0
2022,1,354967,20134,Discrete Mathematics (1),54.0
2022,1,354967,31261,Introduction to Politics and Economic Science,91.0
2022,1,354967,14261,Data Engineering Lab,69.0
2022,1,354967,11253,Object Oriented Programming Lab,76.0
2021,3,354967,20234,Linear Algebra,35.0
2021,2,354967,11103,Structured Programming,50.0
2021,2,354967,20133,Calculus 2 (IT),67.0
2021,2,354967,11151,Structured ProgrammingLab,71.0
2021,2,354967,14140,Introduction to Data Science,68.0
2021,2,354967,14141,Introduction to Data Science lab,44.0
2021,2,354967,31111,Arabic Language,88.0
2021,1,354967,31121,English Language,78.0
2021,1,354967,31151,National Education,87.0
2021,1,354967,11102,Introduction to Computer Science,65.0
2021,1,354967,20132,Calculus (1),70.0
2022,3,355022,20133,Calculus 2 for IT,54.0
2022,3,355022,11212,Data Structures and Introduction to Algorithms,53.0
2022,2,355022,11206,Object Oriented Programming,66.0
2022,2,355022,14362,High Performance Computing for Big Data,54.0
2022,2,355022,31311,Scientific Research Methods,93.0
2022,2,355022,31130,Foreign languages,86.0
2022,2,355022,20233,Statistical Methods IT,71.0
2021,2,355022,14140,Introduction to Data Science,63.0
2021,2,355022,20133,Calculus 2 (IT),38.0
2021,2,355022,11151,Structured ProgrammingLab,60.0
2021,2,355022,11103,Structured Programming,50.0
2021,2,355022,14141,Introduction to Data Science lab,57.0
2022,1,355022,14260,Data Engineering,56.0
2022,1,355022,20134,Discrete Mathematics (1),54.0
